,phases,windings,wdg,bus,conn,kV,kVA,tap,%R,Rneut,Xneut,buses,conns,kVs,kVAs,taps,XHL,XHT,XLT,Xscarray,thermal,n,m,flrise,hsrise,%loadloss,%noloadloss,normhkVA,emerghkVA,sub,MaxTap,MinTap,NumTaps,subname,%imag,ppm_antifloat,%Rs,bank,XfmrCode,XRConst,X12,X13,X23,LeadLag,WdgCurrents,Core,RdcOhms,Seasons,Ratings,normamps,emergamps,faultrate,pctperm,repair,basefreq,enabled,like
Transformer.tr(r:rdt2258-rdt2258lv),1,3,3,rdt2258lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt2258.3', 'rdt2258lv.1.0', 'rdt2258lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.3292706, (92.979), 9.623045, (-87.786), 9.620769, (-87.762), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt2259-rdt2259lv),1,3,3,rdt2259lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt2259.2', 'rdt2259lv.1.0', 'rdt2259lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.933701, (-148.11), 27.57587, (31.389), 27.56176, (31.445), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt2260-rdt2260lv),1,3,3,rdt2260lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt2260.2', 'rdt2260lv.1.0', 'rdt2260lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.38078, (-127.51), 10.92723, (52.167), 10.92631, (52.194), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt2261-rdt2261lv),1,3,3,rdt2261lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['rdt2261.2', 'rdt2261lv.1.0', 'rdt2261lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.152084, (-136.98), 33.81433, (42.63), 33.80749, (42.667), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:rdt2262-rdt2262lv),1,3,3,rdt2262lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt2262.2', 'rdt2262lv.1.0', 'rdt2262lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.9658435, (-148.03), 28.5402, (31.485), 28.52526, (31.544), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt2263-rdt2263lv),1,3,3,rdt2263lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['rdt2263.3', 'rdt2263lv.1.0', 'rdt2263lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.9450164, (91.325), 27.66461, (-89.453), 27.65726, (-89.424), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:rdt2264-rdt2264lv),1,3,3,rdt2264lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt2264.1', 'rdt2264lv.1.0', 'rdt2264lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.6415997, (-28.986), 18.81329, (150.27), 18.8064, (150.31), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt2265-rdt2265lv),1,3,3,rdt2265lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt2265.3', 'rdt2265lv.1.0', 'rdt2265lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.1655325, (92.793), 4.710427, (-88.786), 4.709753, (-88.774), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt2496-rdt2496lv),1,3,3,rdt2496lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt2496.3', 'rdt2496lv.1.0', 'rdt2496lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.575393, (111.26), 46.77399, (-68.879), 46.7609, (-68.775), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt2497-rdt2497lv),1,3,3,rdt2497lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt2497.3', 'rdt2497lv.1.0', 'rdt2497lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.347425, (115.6), 39.92677, (-64.491), 39.92162, (-64.401), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt2498-rdt2498lv),1,3,3,rdt2498lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt2498.1', 'rdt2498lv.1.0', 'rdt2498lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.16139, (-16.022), 34.36708, (163.72), 34.35412, (163.8), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt2499-rdt2499lv),1,3,3,rdt2499lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt2499.3', 'rdt2499lv.1.0', 'rdt2499lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.30928, (95.509), 8.823933, (-85.815), 8.822548, (-85.795), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt2500-rdt2500lv),1,3,3,rdt2500lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt2500.2', 'rdt2500lv.1.0', 'rdt2500lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.3263269, (-147.86), 9.53612, (31.34), 9.533784, (31.363), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt2501-rdt2501lv),1,3,3,rdt2501lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt2501.3', 'rdt2501lv.1.0', 'rdt2501lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.4523403, (115.58), 13.07136, (-64.577), 13.07059, (-64.546), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt2502-rdt2502lv),1,3,3,rdt2502lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt2502.3', 'rdt2502lv.1.0', 'rdt2502lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.3263305, (92.131), 9.536144, (-88.673), 9.533807, (-88.65), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt2503-rdt2503lv),1,3,3,rdt2503lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt2503.3', 'rdt2503lv.1.0', 'rdt2503lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.09898842, (93.527), 2.713325, (-89.138), 2.713063, (-89.131), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt2504-rdt2504lv),1,3,3,rdt2504lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt2504.2', 'rdt2504lv.1.0', 'rdt2504lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.4583593, (-146.07), 13.30268, (32.991), 13.29947, (33.021), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt2505-rdt2505lv),1,3,3,rdt2505lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt2505.3', 'rdt2505lv.1.0', 'rdt2505lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.5414879, (115.69), 15.74588, (-64.445), 15.74484, (-64.407), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt2506-rdt2506lv),1,3,3,rdt2506lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt2506.3', 'rdt2506lv.1.0', 'rdt2506lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.2052094, (90.834), 5.90541, (-90.512), 5.904377, (-90.497), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt2578-rdt2578lv),1,3,3,rdt2578lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt2578.2', 'rdt2578lv.1.0', 'rdt2578lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.3278798, (-148.19), 9.584295, (31.012), 9.581936, (31.035), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt2579-rdt2579lv),3,2,2,rdt2579lv,wye ,0.48,75,1,0.87204,-1,0,"['rdt2579', 'rdt2579lv']","['wye', 'wye']","['12.47', '0.48']","['75', '75']","['1', '1']",3.24,35,30,['3.24'],2,.8,.8,65,15,1.74408,0.6,82.5,112.5,n,1.1,0.9,32,,0,1,"['0.87204', '0.87204']",,,NO,3.24,35,30,Lag,"0.4009974, (-22.86), 9.913284, (155.97), 0.4006798, (-142.84), 9.904414, (35.985), 0.4004208, (97.185), 9.897393, (-83.991), ",shell,0.007590236,1,['1100'],3.8197,5.2087,0.007,100,36,60,True,
Transformer.tr(r:rdt2580-rdt2580lv),1,3,3,rdt2580lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt2580.3', 'rdt2580lv.1.0', 'rdt2580lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.2077793, (113.69), 5.738169, (-66.781), 5.737921, (-66.766), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt2581-rdt2581lv),3,2,2,rdt2581lv,wye ,0.48,150,1,1.0784,-1,0,"['rdt2581', 'rdt2581lv']","['wye', 'wye']","['12.47', '0.48']","['150', '150']","['1', '1']",3.39,35,30,['3.39'],2,.8,.8,65,15,2.1568,0.516667,165,225,n,1.1,0.9,32,,0,1,"['1.0784', '1.0784']",,,NO,3.39,35,30,Lag,"0.2656555, (-9.2431), 5.971362, (169.45), 0.2655507, (-129.22), 5.967511, (49.475), 0.265388, (110.81), 5.962729, (-70.494), ",shell,0.004693197,1,['1100'],7.6394,10.417,0.007,100,36,60,True,
Transformer.tr(r:rdt2582-rdt2582lv),1,3,3,rdt2582lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt2582.3', 'rdt2582lv.1.0', 'rdt2582lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.5081628, (94.387), 14.79656, (-86.433), 14.79268, (-86.4), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt2583-rdt2583lv),1,3,3,rdt2583lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt2583.2', 'rdt2583lv.1.0', 'rdt2583lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.7513057, (-140.73), 22.07583, (38.814), 22.06891, (38.863), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt2584-rdt2584lv),1,3,3,rdt2584lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt2584.1', 'rdt2584lv.1.0', 'rdt2584lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.188341, (-27.546), 5.396557, (151.08), 5.395704, (151.1), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt2585-rdt2585lv),1,3,3,rdt2585lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt2585.1', 'rdt2585lv.1.0', 'rdt2585lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.8231765, (-29.318), 24.26567, (150.1), 24.25427, (150.15), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt2776-rdt2776lv),1,3,3,rdt2776lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt2776.1', 'rdt2776lv.1.0', 'rdt2776lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.9445734, (-28.005), 27.9037, (151.51), 27.88933, (151.56), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt2777-rdt2777lv),1,3,3,rdt2777lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['rdt2777.2', 'rdt2777lv.1.0', 'rdt2777lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.960905, (-129.27), 58.06233, (50.593), 58.05126, (50.658), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:rdt2778-rdt2778lv),1,3,3,rdt2778lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['rdt2778.3', 'rdt2778lv.1.0', 'rdt2778lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.177353, (107.68), 34.55931, (-72.596), 34.55412, (-72.557), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:rdt2779-rdt2779lv),1,3,3,rdt2779lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt2779.2', 'rdt2779lv.1.0', 'rdt2779lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.1915334, (-150), 5.498105, (28.539), 5.497177, (28.553), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt2780-rdt2780lv),1,3,3,rdt2780lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt2780.2', 'rdt2780lv.1.0', 'rdt2780lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.1638606, (-151.5), 4.672042, (26.707), 4.671317, (26.719), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt2781-rdt2781lv),1,3,3,rdt2781lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['rdt2781.3', 'rdt2781lv.1.0', 'rdt2781lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.863866, (112.69), 55.14579, (-67.432), 55.13762, (-67.37), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:rdt2782-rdt2782lv),1,3,3,rdt2782lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt2782.2', 'rdt2782lv.1.0', 'rdt2782lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.355846, (-124.92), 40.18315, (54.985), 40.17733, (55.075), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt2783-rdt2783lv),1,3,3,rdt2783lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['rdt2783.1', 'rdt2783lv.1.0', 'rdt2783lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.619592, (-16.093), 47.84368, (163.64), 47.8311, (163.69), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:rdt2784-rdt2784lv),1,3,3,rdt2784lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt2784.3', 'rdt2784lv.1.0', 'rdt2784lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.4711701, (107.36), 13.64945, (-73.079), 13.64765, (-73.047), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt2785-rdt2785lv),1,3,3,rdt2785lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt2785.2', 'rdt2785lv.1.0', 'rdt2785lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.8416935, (-148.31), 24.81671, (31.141), 24.80521, (31.192), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt2786-rdt2786lv),1,3,3,rdt2786lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt2786.2', 'rdt2786lv.1.0', 'rdt2786lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.5844095, (-149.77), 17.10178, (29.412), 17.09596, (29.448), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt2787-rdt2787lv),1,3,3,rdt2787lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt2787.2', 'rdt2787lv.1.0', 'rdt2787lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.1212141, (-148.64), 3.385812, (29.095), 3.385417, (29.104), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt2788-rdt2788lv),1,3,3,rdt2788lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt2788.3', 'rdt2788lv.1.0', 'rdt2788lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.4194148, (114.85), 12.29775, (-65.264), 12.29655, (-65.232), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
