,Transformer,HighSideConnection,NumPhases
448,Transformer.tr(r:rdt2159-rdt2159lv),wye,1
449,Transformer.tr(r:rdt2160-rdt2160lv),wye,1
450,Transformer.tr(r:rdt2161-rdt2161lv),wye,1
451,Transformer.tr(r:rdt2162-rdt2162lv),wye,1
452,Transformer.tr(r:rdt2163-rdt2163lv),wye,1
453,Transformer.tr(r:rdt2164-rdt2164lv),wye,1
454,Transformer.tr(r:rdt2165-rdt2165lv),wye,1
455,Transformer.tr(r:rdt2166-rdt2166lv),wye,1
456,Transformer.tr(r:rdt2167-rdt2167lv),wye,1
457,Transformer.tr(r:rdt2168-rdt2168lv),wye,1
458,Transformer.tr(r:rdt2169-rdt2169lv),wye,1
459,Transformer.tr(r:rdt2170-rdt2170lv),wye,1
460,Transformer.tr(r:rdt2171-rdt2171lv),wye,1
461,Transformer.tr(r:rdt2172-rdt2172lv),wye,1
462,Transformer.tr(r:rdt2173-rdt2173lv),wye,1
463,Transformer.tr(r:rdt2174-rdt2174lv),wye,1
464,Transformer.tr(r:rdt2175-rdt2175lv),wye,1
465,Transformer.tr(r:rdt2176-rdt2176lv),wye,1
466,Transformer.tr(r:rdt2177-rdt2177lv),wye,1
467,Transformer.tr(r:rdt2178-rdt2178lv),wye,1
468,Transformer.tr(r:rdt2179-rdt2179lv),wye,1
469,Transformer.tr(r:rdt2180-rdt2180lv),wye,1
470,Transformer.tr(r:rdt2181-rdt2181lv),wye,1
471,Transformer.tr(r:rdt2182-rdt2182lv),wye,1
472,Transformer.tr(r:rdt2183-rdt2183lv),wye,1
473,Transformer.tr(r:rdt2184-rdt2184lv),wye,1
474,Transformer.tr(r:rdt2185-rdt2185lv),wye,1
475,Transformer.tr(r:rdt2186-rdt2186lv),wye,1
476,Transformer.tr(r:rdt2187-rdt2187lv),wye,1
477,Transformer.tr(r:rdt2188-rdt2188lv),wye,1
478,Transformer.tr(r:rdt2189-rdt2189lv),wye,1
479,Transformer.tr(r:rdt2190-rdt2190lv),wye,1
480,Transformer.tr(r:rdt2191-rdt2191lv),wye,1
481,Transformer.tr(r:rdt2192-rdt2192lv),wye,1
482,Transformer.tr(r:rdt2193-rdt2193lv),wye,1
483,Transformer.tr(r:rdt2194-rdt2194lv),wye,1
484,Transformer.tr(r:rdt2195-rdt2195lv),wye,1
485,Transformer.tr(r:rdt2196-rdt2196lv),wye,1
486,Transformer.tr(r:rdt2197-rdt2197lv),wye,1
487,Transformer.tr(r:rdt2198-rdt2198lv),wye,1
488,Transformer.tr(r:rdt2199-rdt2199lv),wye,1
489,Transformer.tr(r:rdt2200-rdt2200lv),wye,1
490,Transformer.tr(r:rdt2201-rdt2201lv),wye,1
491,Transformer.tr(r:rdt2202-rdt2202lv),wye,1
492,Transformer.tr(r:rdt2203-rdt2203lv),wye,1
493,Transformer.tr(r:rdt2204-rdt2204lv),wye,1
494,Transformer.tr(r:rdt2205-rdt2205lv),wye,1
495,Transformer.tr(r:rdt2206-rdt2206lv),wye,1
496,Transformer.tr(r:rdt2207-rdt2207lv),wye,1
497,Transformer.tr(r:rdt2208-rdt2208lv),wye,1
498,Transformer.tr(r:rdt2209-rdt2209lv),wye,1
499,Transformer.tr(r:rdt2210-rdt2210lv),wye,3
500,Transformer.tr(r:rdt2211-rdt2211lv),wye,1
501,Transformer.tr(r:rdt2212-rdt2212lv),wye,1
502,Transformer.tr(r:rdt2228-rdt2228lv),wye,1
503,Transformer.tr(r:rdt2229-rdt2229lv),wye,1
504,Transformer.tr(r:rdt2230-rdt2230lv),wye,1
505,Transformer.tr(r:rdt2231-rdt2231lv),wye,1
506,Transformer.tr(r:rdt2232-rdt2232lv),wye,1
507,Transformer.tr(r:rdt2233-rdt2233lv),wye,1
508,Transformer.tr(r:rdt2234-rdt2234lv),wye,1
509,Transformer.tr(r:rdt2235-rdt2235lv),wye,1
510,Transformer.tr(r:rdt2236-rdt2236lv),wye,1
511,Transformer.tr(r:rdt2237-rdt2237lv),wye,1
512,Transformer.tr(r:rdt2238-rdt2238lv),wye,1
513,Transformer.tr(r:rdt2239-rdt2239lv),wye,1
514,Transformer.tr(r:rdt2240-rdt2240lv),wye,1
515,Transformer.tr(r:rdt2241-rdt2241lv),wye,1
516,Transformer.tr(r:rdt2242-rdt2242lv),wye,1
517,Transformer.tr(r:rdt2243-rdt2243lv),wye,1
518,Transformer.tr(r:rdt2244-rdt2244lv),wye,1
519,Transformer.tr(r:rdt2245-rdt2245lv),wye,1
520,Transformer.tr(r:rdt2246-rdt2246lv),wye,1
521,Transformer.tr(r:rdt2247-rdt2247lv),wye,1
522,Transformer.tr(r:rdt2248-rdt2248lv),wye,1
523,Transformer.tr(r:rdt2249-rdt2249lv),wye,1
524,Transformer.tr(r:rdt2250-rdt2250lv),wye,1
525,Transformer.tr(r:rdt2251-rdt2251lv),wye,1
526,Transformer.tr(r:rdt2252-rdt2252lv),wye,1
527,Transformer.tr(r:rdt2253-rdt2253lv),wye,1
528,Transformer.tr(r:rdt2254-rdt2254lv),wye,1
529,Transformer.tr(r:rdt2255-rdt2255lv),wye,1
530,Transformer.tr(r:rdt2256-rdt2256lv),wye,1
531,Transformer.tr(r:rdt2257-rdt2257lv),wye,1
532,Transformer.tr(r:rdt2258-rdt2258lv),wye,1
533,Transformer.tr(r:rdt2259-rdt2259lv),wye,1
534,Transformer.tr(r:rdt2260-rdt2260lv),wye,1
535,Transformer.tr(r:rdt2261-rdt2261lv),wye,1
536,Transformer.tr(r:rdt2262-rdt2262lv),wye,1
537,Transformer.tr(r:rdt2263-rdt2263lv),wye,1
538,Transformer.tr(r:rdt2264-rdt2264lv),wye,1
539,Transformer.tr(r:rdt2265-rdt2265lv),wye,1
540,Transformer.tr(r:rdt2496-rdt2496lv),wye,1
541,Transformer.tr(r:rdt2497-rdt2497lv),wye,1
542,Transformer.tr(r:rdt2498-rdt2498lv),wye,1
543,Transformer.tr(r:rdt2499-rdt2499lv),wye,1
544,Transformer.tr(r:rdt2500-rdt2500lv),wye,1
545,Transformer.tr(r:rdt2501-rdt2501lv),wye,1
546,Transformer.tr(r:rdt2502-rdt2502lv),wye,1
547,Transformer.tr(r:rdt2503-rdt2503lv),wye,1
548,Transformer.tr(r:rdt2504-rdt2504lv),wye,1
549,Transformer.tr(r:rdt2505-rdt2505lv),wye,1
550,Transformer.tr(r:rdt2506-rdt2506lv),wye,1
551,Transformer.tr(r:rdt2578-rdt2578lv),wye,1
552,Transformer.tr(r:rdt2579-rdt2579lv),wye,3
553,Transformer.tr(r:rdt2580-rdt2580lv),wye,1
554,Transformer.tr(r:rdt2581-rdt2581lv),wye,3
555,Transformer.tr(r:rdt2582-rdt2582lv),wye,1
556,Transformer.tr(r:rdt2583-rdt2583lv),wye,1
557,Transformer.tr(r:rdt2584-rdt2584lv),wye,1
558,Transformer.tr(r:rdt2585-rdt2585lv),wye,1
559,Transformer.tr(r:rdt2776-rdt2776lv),wye,1
560,Transformer.tr(r:rdt2777-rdt2777lv),wye,1
561,Transformer.tr(r:rdt2778-rdt2778lv),wye,1
562,Transformer.tr(r:rdt2779-rdt2779lv),wye,1
563,Transformer.tr(r:rdt2780-rdt2780lv),wye,1
564,Transformer.tr(r:rdt2781-rdt2781lv),wye,1
565,Transformer.tr(r:rdt2782-rdt2782lv),wye,1
566,Transformer.tr(r:rdt2783-rdt2783lv),wye,1
567,Transformer.tr(r:rdt2784-rdt2784lv),wye,1
568,Transformer.tr(r:rdt2785-rdt2785lv),wye,1
569,Transformer.tr(r:rdt2786-rdt2786lv),wye,1
570,Transformer.tr(r:rdt2787-rdt2787lv),wye,1
571,Transformer.tr(r:rdt2788-rdt2788lv),wye,1
572,Transformer.tr(r:rdt2890-rdt2890lv),wye,1
573,Transformer.tr(r:rdt2891-rdt2891lv),wye,1
574,Transformer.tr(r:rdt2892-rdt2892lv),wye,1
575,Transformer.tr(r:rdt2893-rdt2893lv),wye,3
576,Transformer.tr(r:rdt2894-rdt2894lv),wye,1
577,Transformer.tr(r:rdt2895-rdt2895lv),wye,1
578,Transformer.tr(r:rdt2896-rdt2896lv),wye,1
579,Transformer.tr(r:rdt2897-rdt2897lv),wye,1
580,Transformer.tr(r:rdt2898-rdt2898lv),wye,1
581,Transformer.tr(r:rdt2899-rdt2899lv),wye,1
582,Transformer.tr(r:rdt2900-rdt2900lv),wye,1
583,Transformer.tr(r:rdt2901-rdt2901lv),wye,1
584,Transformer.tr(r:rdt2902-rdt2902lv),wye,1
585,Transformer.tr(r:rdt2903-rdt2903lv),wye,1
586,Transformer.tr(r:rdt2904-rdt2904lv),wye,1
587,Transformer.tr(r:rdt2905-rdt2905lv),wye,1
588,Transformer.tr(r:rdt2906-rdt2906lv),wye,1
589,Transformer.tr(r:rdt2907-rdt2907lv),wye,1
590,Transformer.tr(r:rdt2908-rdt2908lv),wye,1
591,Transformer.tr(r:rdt2911-rdt2911lv),wye,1
592,Transformer.tr(r:rdt3200-rdt3200lv),wye,3
593,Transformer.tr(r:rdt3328-rdt3328lv),wye,1
594,Transformer.tr(r:rdt3329-rdt3329lv),wye,1
595,Transformer.tr(r:rdt3330-rdt3330lv),wye,1
596,Transformer.tr(r:rdt3331-rdt3331lv),wye,1
597,Transformer.tr(r:rdt3332-rdt3332lv),wye,1
598,Transformer.tr(r:rdt3333-rdt3333lv),wye,1
599,Transformer.tr(r:rdt3334-rdt3334lv),wye,1
600,Transformer.tr(r:rdt3335-rdt3335lv),wye,1
601,Transformer.tr(r:rdt3336-rdt3336lv),wye,1
602,Transformer.tr(r:rdt3337-rdt3337lv),wye,1
603,Transformer.tr(r:rdt3338-rdt3338lv),wye,1
604,Transformer.trans_addreg_rdt1844-rdt2155xx,wye,3
