Timestamp,Load.load_p1ilv1260__A1 [kVA],Load.load_p1ilv1260__B1 [kVA],Load.load_p1ilv1260__C1 [kVA],Load.load_p1ilv1260__N1 [kVA],Load.load_p1ilv1270_1__A1 [kVA],Load.load_p1ilv1270_1__N1 [kVA],Load.load_p1ilv1270_2__B1 [kVA],Load.load_p1ilv1270_2__N1 [kVA],Load.load_p1ilv1289_1__A1 [kVA],Load.load_p1ilv1289_1__N1 [kVA],Load.load_p1ilv1289_2__B1 [kVA],Load.load_p1ilv1289_2__N1 [kVA],Load.load_p1ilv1306__A1 [kVA],Load.load_p1ilv1306__B1 [kVA],Load.load_p1ilv1306__C1 [kVA],Load.load_p1ilv1306__N1 [kVA],Load.load_p1ilv1310_1__A1 [kVA],Load.load_p1ilv1310_1__N1 [kVA],Load.load_p1ilv1310_2__B1 [kVA],Load.load_p1ilv1310_2__N1 [kVA],Load.load_p1ilv1334__A1 [kVA],Load.load_p1ilv1334__B1 [kVA],Load.load_p1ilv1334__C1 [kVA],Load.load_p1ilv1334__N1 [kVA],Load.load_p1ilv1353__A1 [kVA],Load.load_p1ilv1353__B1 [kVA],Load.load_p1ilv1353__C1 [kVA],Load.load_p1ilv1353__N1 [kVA],Load.load_p1ilv1435_1__A1 [kVA],Load.load_p1ilv1435_1__N1 [kVA],Load.load_p1ilv1435_2__B1 [kVA],Load.load_p1ilv1435_2__N1 [kVA],Load.load_p1ilv1446__A1 [kVA],Load.load_p1ilv1446__B1 [kVA],Load.load_p1ilv1446__C1 [kVA],Load.load_p1ilv1446__N1 [kVA],Load.load_p1ilv1532__A1 [kVA],Load.load_p1ilv1532__B1 [kVA],Load.load_p1ilv1532__C1 [kVA],Load.load_p1ilv1532__N1 [kVA],Load.load_p1ilv1534__A1 [kVA],Load.load_p1ilv1534__B1 [kVA],Load.load_p1ilv1534__C1 [kVA],Load.load_p1ilv1534__N1 [kVA],Load.load_p1ilv1559__A1 [kVA],Load.load_p1ilv1559__B1 [kVA],Load.load_p1ilv1559__C1 [kVA],Load.load_p1ilv1559__N1 [kVA],Load.load_p1ilv1581__A1 [kVA],Load.load_p1ilv1581__B1 [kVA],Load.load_p1ilv1581__C1 [kVA],Load.load_p1ilv1581__N1 [kVA],Load.load_p1ilv1592__A1 [kVA],Load.load_p1ilv1592__B1 [kVA],Load.load_p1ilv1592__C1 [kVA],Load.load_p1ilv1592__N1 [kVA],Load.load_p1ilv1605_1__A1 [kVA],Load.load_p1ilv1605_1__N1 [kVA],Load.load_p1ilv1605_2__B1 [kVA],Load.load_p1ilv1605_2__N1 [kVA],Load.load_p1ilv1613__A1 [kVA],Load.load_p1ilv1613__B1 [kVA],Load.load_p1ilv1613__C1 [kVA],Load.load_p1ilv1613__N1 [kVA],Load.load_p1ilv1616__A1 [kVA],Load.load_p1ilv1616__B1 [kVA],Load.load_p1ilv1616__C1 [kVA],Load.load_p1ilv1616__N1 [kVA],Load.load_p1ilv1637_1__A1 [kVA],Load.load_p1ilv1637_1__N1 [kVA],Load.load_p1ilv1637_2__B1 [kVA],Load.load_p1ilv1637_2__N1 [kVA],Load.load_p1ilv1714__A1 [kVA],Load.load_p1ilv1714__B1 [kVA],Load.load_p1ilv1714__C1 [kVA],Load.load_p1ilv1714__N1 [kVA],Load.load_p1ilv1794__A1 [kVA],Load.load_p1ilv1794__B1 [kVA],Load.load_p1ilv1794__C1 [kVA],Load.load_p1ilv1794__N1 [kVA],Load.load_p1ilv1873__A1 [kVA],Load.load_p1ilv1873__B1 [kVA],Load.load_p1ilv1873__C1 [kVA],Load.load_p1ilv1873__N1 [kVA],Load.load_p1ilv1948__A1 [kVA],Load.load_p1ilv1948__B1 [kVA],Load.load_p1ilv1948__C1 [kVA],Load.load_p1ilv1948__N1 [kVA],Load.load_p1ilv1951__A1 [kVA],Load.load_p1ilv1951__B1 [kVA],Load.load_p1ilv1951__C1 [kVA],Load.load_p1ilv1951__N1 [kVA],Load.load_p1ilv2017__A1 [kVA],Load.load_p1ilv2017__B1 [kVA],Load.load_p1ilv2017__C1 [kVA],Load.load_p1ilv2017__N1 [kVA],Load.load_p1ilv2098__A1 [kVA],Load.load_p1ilv2098__B1 [kVA],Load.load_p1ilv2098__C1 [kVA],Load.load_p1ilv2098__N1 [kVA],Load.load_p1ilv2168__A1 [kVA],Load.load_p1ilv2168__B1 [kVA],Load.load_p1ilv2168__C1 [kVA],Load.load_p1ilv2168__N1 [kVA]
2020-01-01 00:00:00,(9.600012217238186+0.6863029034889521j),(9.600025400706047+0.686284842991875j),(9.600035403949668+0.6863244740108767j),0j,(2.4104441995263453+0.21721682560281216j),0j,(2.4104442543108395+0.21721386190536976j),0j,(6.039888830919612+0.024108896840076936j),0j,(6.039889087130361+0.024100181547480816j),0j,(7.397683081855506+0.839026616556674j),(7.397691547933928+0.8390112737778268j),(7.3976977889382205+0.8390446802943925j),0j,(3.5676935827577965+0.2971138564373337j),0j,(3.5676935570941795+0.29710844582721824j),0j,(13.932384554999416+0.9307209570469067j),(13.932401565280806+0.930692943098854j),(13.932417390869606+0.9307506892312295j),0j,(9.121164177684301+1.6571570252002243j),(9.121175916249875+1.6571468167217358j),(9.121177288500432+1.6571753105874032j),0j,(2.4104485588002422+0.21721304509443282j),0j,(2.410448561332166+0.21720939110609197j),0j,(13.883389691797642+0.40502022983498476j),(13.883402125682064+0.4049958800721479j),(13.883416819795418+0.4050492212004747j),0j,(60.61624783464062+3.026728469305632j),(60.6163143714809+3.026567032240113j),(60.616407444424354+3.0268687505110248j),0j,(19.481011870302645+1.4847574893534954j),(19.481034507020087+1.4847187171538445j),(19.481053466342594+1.4848021698181728j),0j,(10.012374679748897+1.145927336403329j),(10.01238705382789+1.1459103853667385j),(10.012394609707707+1.1459494202455085j),0j,(2.0308114536268045+0.4957442463093903j),(2.030814182192046+0.49574217267230586j),(2.0308140789148394+0.4957484153990128j),0j,(9.274093273568036+1.8877590789245187j),(9.274105671485252+1.8877435273742968j),(9.274108660416674+1.8877824805418308j),0j,(7.134534386452635+0.5861472415744124j),0j,(7.13453438817781+0.5861384844222362j),0j,(42.6047735435392+1.8487379156395247j),(42.60481649615874+1.8486498699976328j),(42.60486901898938+1.8488318311713556j),0j,(24.173567652390474+0.7731330584662042j),(24.173596940064673+0.7730609713255708j),(24.173643084054895+0.7731862613041304j),0j,(2.420269210176807+0.23029516620535515j),0j,(2.4202692330920326+0.23029370916398012j),0j,(12.27894356795824+1.571084477285583j),(12.278958999326772+1.5710583853018252j),(12.278972257562913+1.5711115250578538j),0j,(12.22950658574219+1.7323825657504277j),(12.2295220010495+1.7323587891893175j),(12.229532951077672+1.7324099028057272j),0j,(14.924656905518521+1.6362915139298602j),(14.924675412655333+1.6362717117359034j),(14.924682393955823+1.6363218063026144j),0j,(25.652375796477628+1.0036378944868318j),(25.652393016531022+1.0035649461861231j),(25.652443430427734+1.003690355426592j),0j,(5.511581563721979+0.3680036074105998j),(5.51158831686375+0.36799636318611556j),(5.5115915547338465+0.3680147888557515j),0j,(40.82728184588816+3.0613644107037437j),(40.827323906357506+3.061246194790365j),(40.82739589548747+3.0614563068624703j),0j,(6.518625309944315+0.6215581389128217j),(6.518632883542223+0.6215492079277497j),(6.51863683418551+0.6215716997642485j),0j,(8.211853244982022+1.4448247098917049j),(8.211865057169453+1.4448107141002815j),(8.211870230691714+1.444844453637356j),0j
2020-01-01 00:15:00,(11.097152673428143+1.218522121690452j),(11.0974739150883+1.2189659817838392j),(11.097227857627837+1.2191313497284333j),0j,(2.0701018178474233+0.024247128906195257j),0j,(2.07010076364551+0.024231578329102603j),0j,(6.955381302557297+0.304989583476646j),0j,(6.955391498320078+0.3050025786622332j),0j,(6.271206371191685+0.2005898853087789j),(6.271384158253975+0.20085786870543326j),(6.271256445805058+0.20095127902708873j),0j,(3.6091055685908757+0.316492536635393j),0j,(3.6091035375195495+0.3164674420372846j),0j,(12.689341648707456+0.20567303407234j),(12.689737631710038+0.20616409071896943j),(12.689461120974467+0.2063733078289497j),0j,(9.026848924747604+1.6038361936260161j),(9.027000986335661+1.6041397503849122j),(9.026828437295991+1.6042223986696404j),0j,(2.07015801571611+0.024220157749857096j),0j,(2.0701555682797723+0.024205520475465165j),0j,(13.372236438488583+0.11588812497358833j),(13.372602330873763+0.11641389360661106j),(13.372369990999028+0.11658762305354321j),0j,(56.34340051668943+0.8113039825479355j),(56.34532584884709+0.8138466496958463j),(56.34401982077367+0.814867018039884j),0j,(17.60090922541611+0.401730458075011j),(17.60142560293465+0.4024513603360938j),(17.601051933202847+0.40272410649186985j),0j,(10.116387249699725+1.2015741007570733j),(10.116637701806434+1.201976342359335j),(10.116422034551126+1.2021068732522644j),0j,(1.612910363655629+0.2589849276774974j),(1.612936969431668+0.2590367586819377j),(1.6129070381067767+0.2590517057889155j),0j,(6.648112182352638+0.40001903244037784j),(6.648279732286986+0.4002876083779734j),(6.648146459617549+0.40037591123518723j),0j,(6.1921767913447585+0.06082480037616688j),0j,(6.192162716076531+0.060771237877180286j),0j,(39.929843539161325+0.4048376512657342j),(39.93107259298268+0.4064946575359827j),(39.93026923509982+0.4071126600491971j),0j,(23.947894557642442+0.8423992347143648j),(23.948770515878728+0.8434923891629024j),(23.948150805607117+0.8439605740602801j),0j,(2.448597850842051+0.23949653360079742j),0j,(2.4485979748432594+0.23949253186517422j),0j,(9.822669745559457+0.20081966620944372j),(9.822984738563843+0.201202120060364j),(9.82276421838016+0.20137203091649325j),0j,(12.283390587559891+1.7512669260219982j),(12.283715259347959+1.7517770823248384j),(12.28343205313453+1.7519485955180167j),0j,(14.954145143698529+1.6538160811637428j),(14.954457528394727+1.6543404523191165j),(14.954168386567897+1.6545072497140947j),0j,(25.12579732203916+1.0393095220532222j),(25.12669104488835+1.040444742179492j),(25.126138367569112+1.0408700540999927j),0j,(6.561288182913209+0.8413442082097488j),(6.56142344324847+0.8415802959389744j),(6.561299820731255+0.8416502114170772j),0j,(36.8953165328846+0.8188167317572813j),(36.89666214007583+0.8204472403134314j),(36.89579995938985+0.8211745727306079j),0j,(5.582819778589065+0.09416872305130926j),(5.582956613927456+0.09436084317457016j),(5.582857275178406+0.09443400492542788j),0j,(8.583268805086446+1.4453314716855445j),(8.583488080308943+1.44568693438641j),(8.583295281145125+1.4458012788156953j),0j
2020-01-01 00:30:00,(12.082956215183655+1.3415093096936306j),(12.082701121670599+1.34168123461691j),(12.082593110782815+1.3410096524786563j),0j,(2.407194462085345+0.21683745992716205j),0j,(2.4071959985710296+0.2168555243237189j),0j,(7.548250655083361+0.32258046849749206j),0j,(7.548257540444458+0.32261929483266194j),0j,(7.3837417158589345+0.8377088484428269j),(7.38359627904769+0.8378153618732136j),(7.383546355713006+0.8373791825705348j),0j,(3.101422392727987+0.023744564282795866j),0j,(3.1014213855294086+0.023749497235297668j),0j,(13.036679824514131+0.8849957036232902j),(13.036404163288879+0.8852110460541762j),(13.036284302688756+0.8844802895644425j),0j,(8.808009103326599+1.4703931157685355j),(8.807853386041508+1.4704798743745464j),(8.807852065020933+1.4701014495281348j),0j,(2.4072108017200238+0.21698364105400275j),0j,(2.407209475539342+0.21698737003715643j),0j,(13.854049599935799+0.3932114757970519j),(13.853829670912248+0.3933936247142019j),(13.85366586663423+0.39265829448855405j),0j,(56.54066360297822+3.018416526220776j),(56.539416115611054+3.019467652279978j),(56.538733713120564+3.0158236808610344j),0j,(19.561928582394184+1.4890631156659628j),(19.561539759953007+1.489367636773466j),(19.561366856018424+1.4882405554835014j),0j,(8.366560965087688+0.1989160884485263j),(8.366405156759443+0.19904700004362394j),(8.366319515867646+0.19861117968713143j),0j,(2.346605974454552+0.674475515219392j),(2.346562705547037+0.674493118716664j),(2.346573763864883+0.6743939134456373j),0j,(9.273978451700522+1.886326317449866j),(9.273792338832383+1.8864353065490131j),(9.27378385709277+1.8859177991906455j),0j,(7.094917399532047+0.5888692072270324j),0j,(7.094935208260993+0.5889296966535653j),0j,(42.26409902788125+1.845043059364956j),(42.26331031884271+1.8457002153816684j),(42.26279620981808+1.8432513966813313j),0j,(22.422875181895236+0.1968577651115254j),(22.422347228462574+0.19734859510967726j),(22.42199123922897+0.1958665512820062j),0j,(2.085733327424929+0.02383439767837683j),0j,(2.085730075694517+0.023830529602011666j),0j,(12.186031215717174+1.5750604029447264j),(12.185762910067263+1.5752544265045407j),(12.185666834537832+1.574549234532033j),0j,(12.3243433895285+1.759223269024693j),(12.324081491072873+1.7594052503799367j),(12.32400001415006+1.7587124656400006j),0j,(14.971952185425318+1.6616477580487665j),(14.97168349794115+1.6618225524911467j),(14.971628123524734+1.6611260009123916j),0j,(22.887139090657428+0.19887862936033207j),(22.886674223203272+0.19931794236151473j),(22.886280483709783+0.1978869843750199j),0j,(6.969375615421039+0.9121253106833458j),(6.969254380979523+0.9121986078514015j),(6.969228403996986+0.9118717736407344j),0j,(40.83710583712128+3.042658139988949j),(40.83616954172733+3.043394236981254j),(40.835626489812114+3.040737328938727j),0j,(6.489019523319567+0.6212262241097601j),(6.488909290406688+0.6213028774310706j),(6.488870091338973+0.6209904441827935j),0j,(9.099135355283774+1.4437025842186721j),(9.098944166146808+1.4438250915215427j),(9.098890804060908+1.4433218300072863j),0j
2020-01-01 00:45:00,(10.687762689652514+0.19998558949934153j),(10.687718548225194+0.19966796365431674j),(10.687910702167208+0.1999386180148822j),0j,(2.3949096932755864+0.21714981381096665j),0j,(2.3949096966347385+0.21714917474330855j),0j,(7.4556065799342095+0.024023703428296527j),0j,(7.455595393622096+0.024000349405347038j),0j,(7.3360327443064985+0.8387827181134542j),(7.336024875690988+0.8385452385230279j),(7.336130680660602+0.8387662014686608j),0j,(3.6127290180913416+0.3171761970580446j),0j,(3.612733753476855+0.3171934933364514j),0j,(13.065504256020814+0.9300708897469597j),(13.065473453028376+0.929667021276091j),(13.065691706708098+0.9300217483396728j),0j,(8.820956097670223+1.4862133693238189j),(8.820974246047625+1.486005976550643j),(8.82105551202476+1.4862014070495548j),0j,(2.3948590840766757+0.21705881647238368j),0j,(2.394862752169406+0.21707073998878376j),0j,(13.83121760927807+0.415567916613741j),(13.831160459237356+0.41516715623781514j),(13.831375257528801+0.4155353254950369j),0j,(55.83245006595289+3.024713873221109j),(55.832256807611984+3.022731937908011j),(55.833308834176094+3.024484385058713j),0j,(19.512442398540994+1.483912799212192j),(19.512398085433556+1.483290849782219j),(19.512711886712303+1.4838522603656357j),0j,(10.142991673661445+1.208818287871566j),(10.142983560699651+1.2085222174730226j),(10.143126062788825+1.2087920315075709j),0j,(2.030864046313129+0.49570367588298053j),(2.030871756214249+0.4956572427455252j),(2.03088675426523+0.4957027003404927j),0j,(9.273973883045322+1.8873421043343823j),(9.273991128985703+1.8870588882826242j),(9.274094606681025+1.8873335703298557j),0j,(7.013664657608483+0.5859439409557572j),0j,(7.013664574109487+0.5859420028710197j),0j,(41.95164640300302+1.8473772731388869j),(41.951478726056635+1.8460436525592958j),(41.95220305603148+1.847243122372851j),0j,(23.311116824299756+0.8385601622465183j),(23.311010543132166+0.83769815694727j),(23.31151346762098+0.8384323300673641j),0j,(2.4762770723969134+0.2397431443473222j),0j,(2.476281132140825+0.2397514664368332j),0j,(12.05737796487665+1.5707318128204455j),(12.057361517576116+1.5703483602320094j),(12.057557434695202+1.5706909894449932j),0j,(12.329038265035024+1.7663971138435546j),(12.329027925228942+1.7660165793524083j),(12.329214423150441+1.7663614503112832j),0j,(14.978927957458678+1.666787901047578j),(14.978931239365538+1.6664055459567544j),(14.979105127445582+1.6667558852166076j),0j,(23.777867820055384+1.035816838447685j),(23.777736528709873+1.0350011664706527j),(23.77821454085521+1.0357173366131118j),0j,(5.962873730131504+0.1996469619565624j),(5.962862316531345+0.19949647507764395j),(5.962940931181192+0.19963072855032807j),0j,(40.72849419777814+3.063299392016639j),(40.72832541128282+3.061873429144991j),(40.72912135383265+3.063130102592777j),0j,(6.42275429956854+0.6213922342107473j),(6.422747590570818+0.6212226937417431j),(6.422828350026816+0.6213791631710206j),0j,(9.510014135470552+1.4445438815743332j),(9.510005369870953+1.4442594323010354j),(9.510144469872667+1.444519902458344j),0j
2020-01-01 01:00:00,(13.029499397434927+1.346942977495233j),(13.029886442167173+1.3474747858226548j),(13.029601375318126+1.3476617962580995j),0j,(2.0327669600322573+0.024236538816436223j),0j,(2.032766173236571+0.024221288372821507j),0j,(8.206735723581613+0.32505662721038636j),0j,(8.206750670774392+0.3250696465985963j),0j,(6.126866031562178+0.20054274611234132j),(6.1270361153974955+0.20080611251987376j),(6.12690508675132+0.2008940590545908j),0j,(3.5771025639934733+0.31648504394701993j),0j,(3.577100485063093+0.3164589082858888j),0j,(11.65134128753383+0.20554911839042858j),(11.651698102134203+0.20600735894884384j),(11.651433802559403+0.20619136495827114j),0j,(8.77920631446245+1.4633121061529215j),(8.77935338803488+1.4636093532101937j),(8.779182709868003+1.463685881263887j),0j,(2.0328253261610287+0.02421394269346388j),0j,(2.032822831428888+0.024198740103518163j),0j,(13.207447483747552+0.11586428190956423j),(13.207804845815133+0.11639123197624031j),(13.20756744022963+0.11655528370053617j),0j,(51.220737432869385+0.8102167200777007j),(51.222445967437956+0.8125497529956774j),(51.22119370482548+0.8134425522603888j),0j,(17.545398070155457+0.40166662250652563j),(17.545906952803527+0.4023960005627878j),(17.545522779999352+0.40265633141017954j),0j,(10.046633170143997+1.201553538385j),(10.046877302634885+1.2019580189590724j),(10.046656257546731+1.202081070227793j),0j,(1.6131113204496792+0.25898032008023797j),(1.6131372981380931+0.2590329124695019j),(1.613106680541058+0.25904681602114477j),0j,(6.648091956638983+0.3999971574880194j),(6.648257074298662+0.4002695075207475j),(6.648119729170541+0.40035334562818525j),0j,(5.993901305016856+0.060781017487723146j),0j,(5.993888749931782+0.0607288508635038j),0j,(39.08447820249704+0.4046211155862261j),(39.08566687352376+0.40626613041333987j),(39.084852674373394+0.4068474793573278j),0j,(23.186716458709746+0.842202111519227j),(23.18755379604568+0.8432790962475174j),(23.186933457637892+0.8437141453466939j),0j,(2.4673998608500747+0.23949453654836453j),0j,(2.467399792975564+0.23949008714785328j),0j,(9.513601595429465+0.20076426725983676j),(9.51390306004199+0.20114072485172985j),(9.513682885875344+0.2012990510266027j),0j,(12.255251107821858+1.7519443790262912j),(12.255570476971313+1.7524605827075175j),(12.255280754626666+1.7526232859598536j),0j,(14.955754539833121+1.6547038610002505j),(14.956061869018573+1.6552365252530272j),(14.955765470604609+1.6553937877872114j),0j,(23.41077809922489+1.038951064504623j),(23.4115909332561+1.0400205133011604j),(23.411048857499438+1.0404043963995937j),0j,(7.384045131278553+0.9206544992001775j),(7.384196797406318+0.9209257882865668j),(7.384056391496799+0.9209989871516373j),0j,(36.52048069450003+0.8187050219023465j),(36.52180321424996+0.82034379285252j),(36.520924647946465+0.8210427454487399j),0j,(5.391808819113163+0.09413663246898465j),(5.3919388887752095+0.09432493935454932j),(5.391839568133685+0.0943924731516554j),0j,(9.711378487153874+1.445419581399796j),(9.71163487393994+1.445825668383051j),(9.711420031349117+1.445952378779842j),0j
2020-01-01 01:15:00,(13.069571677387875+1.3415964529752205j),(13.069275342128746+1.341676641660516j),(13.069205178812105+1.3410155299623165j),0j,(2.347621549160287+0.21684157157689868j),0j,(2.347622805207798+0.2168586115937585j),0j,(8.246771826933188+0.3225823533299575j),0j,(8.246776443868555+0.3226110711254817j),0j,(7.155266899250171+0.8376434748185957j),(7.155113840586297+0.8376812214018137j),(7.155100894244535+0.8373002733074077j),0j,(3.0126399221609743+0.023732587425153044j),0j,(3.012638952058676+0.023737011797312108j),0j,(12.649721206736706+0.8766243191657715j),(12.64942841508262+0.8767230939057581j),(12.649379344407222+0.8760777437562866j),0j,(8.66208335189227+1.3877059820552895j),(8.661926585705592+1.38773468120994j),(8.661951006900928+1.3873994600630235j),0j,(2.3476278190102646+0.21697356412413968j),0j,(2.347626544511144+0.21697696239978245j),0j,(13.603948650128528+0.3932839793094037j),(13.603701138834717+0.39335252698819295j),(13.603604325241681+0.39270049406245927j),0j,(54.56497092549052+3.017856706459468j),(54.56362685847625+3.018327787120186j),(54.563301439358696+3.0151357507410905j),0j,(19.472478647195032+1.4890644605124956j),(19.472054821544603+1.489194965319026j),(19.471976887334574+1.4881769819804822j),0j,(8.175486336248127+0.19891261230944907j),(8.175316725804565+0.19897458354436548j),(8.175273585516358+0.19858603066437355j),0j,(2.400121203820743+0.7044853411350576j),(2.4000775751078347+0.7044872487213485j),(2.4000957051855885+0.7043966134983587j),0j,(9.27398157896781+1.8863206118213185j),(9.273789503860113+1.8863493551758206j),(9.273816001280295+1.885885017695904j),0j,(6.837632931264206+0.5888931433556791j),0j,(6.837648824839426+0.5889499869202687j),0j,(41.38737841602019+1.8452205910830979j),(41.38650479316968+1.845496343765637j),(41.38621913412913+1.843323324222387j),0j,(21.950773072132908+0.19690302129269366j),(21.95018809460813+0.19715983825518196j),(21.94998346162078+0.19583042862758704j),0j,(2.0655293400969454+0.0238233887319916j),0j,(2.065526129164442+0.023819358830701846j),0j,(11.834296418176466+1.5751400296709481j),(11.834014150203425+1.5752218779389486j),(11.833984297015418+1.5746008861185419j),0j,(12.151411457116623+1.7347108672939275j),(12.151133982966524+1.7347852251144924j),(12.151112004885524+1.7341670523796084j),0j,(14.931457348684726+1.6387103441733393j),(14.93117435227867+1.6387778399220005j),(14.931173962245113+1.6381494717414053j),0j,(21.693789730982243+0.19867707890245198j),(21.69327427332654+0.1988841973868948j),(21.69304800383448+0.19764957231885275j),0j,(7.381409793059034+0.9121163131312291j),(7.381274672557803+0.9121415386496978j),(7.381269849841535+0.911829062970051j),0j,(40.11640416079476+3.0430067409940675j),(40.11537886669284+3.0433360715630005j),(40.11508580471535+3.0409635418554593j),0j,(6.209681338830623+0.6212674971448842j),(6.209566552894341+0.62129460731679j),(6.209555526835076+0.6210244385065007j),0j,(9.739207037933832+1.4437149466780923j),(9.738991617974138+1.4437661111867537j),(9.73896750651556+1.4432776083823833j),0j
2020-01-01 01:30:00,(10.969697743806277+0.20015696973720584j),(10.969625128392195+0.19975318875815537j),(10.969869238700339+0.20007048164012578j),0j,(2.3227817146795036+0.21715600473285235j),0j,(2.3227817525605854+0.2171550728526132j),0j,(7.670169736386863+0.024115831432168364j),0j,(7.670153302306558+0.02407892678001332j),0j,(7.06076891753072+0.8388190888347765j),(7.060754345421408+0.838535340851784j),(7.060879972407608+0.8387798232265936j),0j,(3.4784102085420137+0.3171811705578437j),0j,(3.4784144864933775+0.31719717455324076j),0j,(12.565025055192953+0.9301735159848075j),(12.564976843042013+0.9296919188639031j),(12.56523575765394+0.9300828038215022j),0j,(8.757712146693217+1.4504913912241983j),(8.757725428121093+1.4502355340395847j),(8.757828779689525+1.4504574930977907j),0j,(2.3227272358116613+0.2170614554380311j),0j,(2.3227306156061207+0.21707257830096957j),0j,(13.549215652328114+0.4156580544665849j),(13.549134106369609+0.4151703535087536j),(13.549392744186514+0.4155853561187869j),0j,(54.115393408469004+3.025009130675117j),(54.1151098504603+3.0226262649907367j),(54.11636758121157+3.0245730451472737j),0j,(19.556680278295946+1.4840128223533608j),(19.556602128359923+1.4832399131393867j),(19.556991979460996+1.4838845811475094j),0j,(9.85525706953254+1.2088930541956788j),(9.85523874258953+1.2085361959693286j),(9.855410129761202+1.208836953846479j),0j,(2.191027701448215+0.585754662627572j),(2.1910371436252807+0.5856921547719742j),(2.191057162030914+0.5857492272155332j),0j,(9.273970815055627+1.8873886703117677j),(9.27398212696059+1.8870362262362466j),(9.274113252760369+1.8873524714325691j),0j,(6.740626762379593+0.5859625449769319j),0j,(6.740626795909672+0.5859597325501728j),0j,(41.217170379203914+1.847591741658424j),(41.21692362184271+1.8459649489082004j),(41.21779952030712+1.8473180459817486j),0j,(22.969955116674495+0.8386910409013206j),(22.96979494564222+0.8376392085885873j),(22.97040609355366+0.8384673886675628j),0j,(2.4164603510656364+0.23974510489637987j),0j,(2.416464179761772+0.2397528960628665j),0j,(11.721903006307075+1.5708124704139805j),(11.72187176495367+1.5703496100197427j),(11.722107558123103+1.5707325204979938j),0j,(12.041923275659673+1.7240244678246994j),(12.04189752618927+1.7235631626785852j),(12.042124669128846+1.723949436035634j),0j,(14.911370942619973+1.6285778627741159j),(14.911358974333522+1.628105406512209j),(14.911576927190774+1.6285045725570817j),0j,(22.99788684468019+1.0358197627931969j),(22.997707970364974+1.0348376288973704j),(22.998277456637094+1.0356339405316413j),0j,(6.071448952296248+0.19969010602220957j),(6.071427775292144+0.19950030802536184j),(6.071526878091831+0.19965624357266462j),0j,(39.58290037330919+3.0637377717959424j),(39.58265619672877+3.062016108884218j),(39.58360856672663+3.063421712740768j),0j,(6.101247109203694+0.6214275582067972j),(6.101234841952528+0.6212277551109455j),(6.101329176370332+0.6213979955825721j),0j,(9.67815389217765+1.4446651242788964j),(9.67812859581623+1.4443054355342975j),(9.678306317857372+1.4446101250722845j),0j
