,Daily,Duty,Isc1,Isc3,MVAsc1,MVAsc3,Model,R0,R1,ScanType,Sequence,X0,X1,Yearly,Z0,Z1,Z2,angle,baseMVA,basefreq,basekv,bus1,bus2,enabled,frequency,like,phases,pu,puZ0,puZ1,puZ2,puZideal,spectrum,x0r0,x1r1
Vsource.source,,,5.0909E8,5.0909E8,1.0996E7,1.0996E7,Thevenin,0.00001,0.00001,Pos,Pos,0.00001,0.00001,,"['0.00001', '0.00001']","['0.00001', '0.00001']","['0.00001', '0.00001']",0,100,60,12.47,rdt137-rhs1_1247x,rdt137-rhs1_1247x.0.0.0,True,60,,3,1.03,"['6.4308309E-6', '6.4308309E-6']","['6.4308309E-6', '6.4308309E-6']","['6.4308309E-6', '6.4308309E-6']","['1E-6', '0.001']",defaultvsource,3,4
