,Transformer,HighSideConnection,NumPhases
479,Transformer.tr(r:rdt509-rdt509lv),wye,1
480,Transformer.tr(r:rdt510-rdt510lv),wye,1
481,Transformer.tr(r:rdt511-rdt511lv),wye,3
482,Transformer.tr(r:rdt512-rdt512lv),wye,3
483,Transformer.tr(r:rdt513-rdt513lv),wye,3
484,Transformer.tr(r:rdt514-rdt514lv),wye,3
485,Transformer.tr(r:rdt515-rdt515lv),wye,3
486,Transformer.tr(r:rdt516-rdt516lv),wye,1
487,Transformer.tr(r:rdt690-rdt690lv),wye,3
488,Transformer.tr(r:rdt691-rdt691lv),wye,3
489,Transformer.tr(r:rdt692-rdt692lv),wye,1
490,Transformer.tr(r:rdt696-rdt696lv),wye,3
491,Transformer.tr(r:rdt697-rdt697lv),wye,3
492,Transformer.tr(r:rdt698-rdt698lv),wye,3
493,Transformer.tr(r:rdt699-rdt699lv),wye,1
494,Transformer.tr(r:rdt700-rdt700lv),wye,3
495,Transformer.tr(r:rdt701-rdt701lv),wye,1
496,Transformer.tr(r:rdt702-rdt702lv),wye,3
497,Transformer.tr(r:rdt703-rdt703lv),wye,3
498,Transformer.tr(r:rdt704-rdt704lv),wye,1
499,Transformer.tr(r:rdt705-rdt705lv),wye,1
500,Transformer.tr(r:rdt706-rdt706lv),wye,1
501,Transformer.tr(r:rdt707-rdt707lv),wye,1
502,Transformer.tr(r:rdt708-rdt708lv),wye,1
503,Transformer.tr(r:rdt709-rdt709lv),wye,1
504,Transformer.tr(r:rdt710-rdt710lv),wye,1
505,Transformer.tr(r:rdt711-rdt711lv),wye,3
506,Transformer.tr(r:rdt712-rdt712lv),wye,1
507,Transformer.tr(r:rdt713-rdt713lv),wye,1
508,Transformer.tr(r:rdt714-rdt714lv),wye,1
509,Transformer.tr(r:rdt715-rdt715lv),wye,1
510,Transformer.tr(r:rdt716-rdt716lv),wye,1
511,Transformer.tr(r:rdt717-rdt717lv),wye,1
512,Transformer.tr(r:rdt718-rdt718lv),wye,1
513,Transformer.tr(r:rdt719-rdt719lv),wye,1
514,Transformer.tr(r:rdt720-rdt720lv),wye,1
515,Transformer.tr(r:rdt721-rdt721lv),wye,1
516,Transformer.tr(r:rdt722-rdt722lv),wye,1
517,Transformer.tr(r:rdt723-rdt723lv),wye,1
518,Transformer.tr(r:rdt724-rdt724lv),wye,3
519,Transformer.tr(r:rdt725-rdt725lv),wye,1
520,Transformer.tr(r:rdt726-rdt726lv),wye,1
521,Transformer.tr(r:rdt727-rdt727lv),wye,1
522,Transformer.tr(r:rdt728-rdt728lv),wye,1
523,Transformer.tr(r:rdt729-rdt729lv),wye,1
524,Transformer.tr(r:rdt730-rdt730lv),wye,1
525,Transformer.tr(r:rdt731-rdt731lv),wye,3
526,Transformer.tr(r:rdt732-rdt732lv),wye,3
527,Transformer.tr(r:rdt733-rdt733lv),wye,3
528,Transformer.tr(r:rdt734-rdt734lv),wye,3
529,Transformer.tr(r:rdt735-rdt735lv),wye,1
530,Transformer.tr(r:rdt736-rdt736lv),wye,1
531,Transformer.tr(r:rdt737-rdt737lv),wye,1
532,Transformer.tr(r:rdt738-rdt738lv),wye,1
533,Transformer.tr(r:rdt739-rdt739lv),wye,1
534,Transformer.tr(r:rdt740-rdt740lv),wye,1
535,Transformer.tr(r:rdt741-rdt741lv),wye,1
536,Transformer.tr(r:rdt742-rdt742lv),wye,1
537,Transformer.tr(r:rdt743-rdt743lv),wye,1
538,Transformer.tr(r:rdt744-rdt744lv),wye,1
539,Transformer.tr(r:rdt745-rdt745lv),wye,1
540,Transformer.tr(r:rdt746-rdt746lv),wye,1
541,Transformer.tr(r:rdt747-rdt747lv),wye,3
542,Transformer.tr(r:rdt748-rdt748lv),wye,1
543,Transformer.tr(r:rdt749-rdt749lv),wye,3
544,Transformer.tr(r:rdt750-rdt750lv),wye,1
545,Transformer.tr(r:rdt751-rdt751lv),wye,1
546,Transformer.tr(r:rdt752-rdt752lv),wye,1
547,Transformer.tr(r:rdt753-rdt753lv),wye,1
548,Transformer.tr(r:rdt754-rdt754lv),wye,1
549,Transformer.tr(r:rdt755-rdt755lv),wye,1
550,Transformer.tr(r:rdt756-rdt756lv),wye,1
551,Transformer.tr(r:rdt757-rdt757lv),wye,1
552,Transformer.tr(r:rdt758-rdt758lv),wye,1
553,Transformer.tr(r:rdt759-rdt759lv),wye,1
554,Transformer.tr(r:rdt760-rdt760lv),wye,1
555,Transformer.tr(r:rdt761-rdt761lv),wye,1
556,Transformer.tr(r:rdt762-rdt762lv),wye,1
557,Transformer.tr(r:rdt763-rdt763lv),wye,1
558,Transformer.tr(r:rdt764-rdt764lv),wye,1
559,Transformer.tr(r:rdt765-rdt765lv),wye,1
560,Transformer.tr(r:rdt766-rdt766lv),wye,1
561,Transformer.tr(r:rdt767-rdt767lv),wye,1
562,Transformer.tr(r:rdt768-rdt768lv),wye,1
563,Transformer.tr(r:rdt769-rdt769lv),wye,1
564,Transformer.tr(r:rdt770-rdt770lv),wye,1
565,Transformer.tr(r:rdt771-rdt771lv),wye,1
566,Transformer.tr(r:rdt808-rdt808lv),wye,1
567,Transformer.tr(r:rdt813-rdt813lv),wye,1
568,Transformer.tr(r:rdt814-rdt814lv),wye,1
569,Transformer.tr(r:rdt815-rdt815lv),wye,1
570,Transformer.tr(r:rdt816-rdt816lv),wye,1
571,Transformer.tr(r:rdt817-rdt817lv),wye,1
572,Transformer.tr(r:rdt818-rdt818lv),wye,1
573,Transformer.tr(r:rdt819-rdt819lv),wye,1
574,Transformer.tr(r:rdt820-rdt820lv),wye,1
575,Transformer.tr(r:rdt821-rdt821lv),wye,1
576,Transformer.tr(r:rdt822-rdt822lv),wye,1
577,Transformer.tr(r:rdt823-rdt823lv),wye,1
578,Transformer.tr(r:rdt824-rdt824lv),wye,1
579,Transformer.tr(r:rdt825-rdt825lv),wye,1
580,Transformer.tr(r:rdt826-rdt826lv),wye,1
581,Transformer.tr(r:rdt827-rdt827lv),wye,1
582,Transformer.tr(r:rdt828-rdt828lv),wye,1
583,Transformer.tr(r:rdt3344-rdt3344lv),wye,1
584,Transformer.tr(r:rdt3345-rdt3345lv),wye,1
585,Transformer.tr(r:rdt3346-rdt3346lv),wye,1
586,Transformer.tr(r:rdt3347-rdt3347lv),wye,1
587,Transformer.tr(r:rdt3348-rdt3348lv),wye,1
588,Transformer.tr(r:rdt3349-rdt3349lv),wye,1
589,Transformer.tr(r:rdt3350-rdt3350lv),wye,1
590,Transformer.tr(r:rdt3351-rdt3351lv),wye,1
591,Transformer.tr(r:rdt3352-rdt3352lv),wye,1
592,Transformer.tr(r:rdt3353-rdt3353lv),wye,1
593,Transformer.tr(r:rdt3354-rdt3354lv),wye,1
594,Transformer.trans_reg_creguladortension(r:rdt213-rdt226),wye,3
