hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3
16, 2700.00000, 871.962, 19.9482, 862.521, 19.9158, 849.37, 19.5717
17, 0.00000, 905.458, 19.2546, 867.231, 19.07, 875.335, 18.8112
17, 900.00000, 999.585, 17.9447, 953.549, 17.6717, 969.027, 17.461
17, 1800.00000, 1085.42, 17.825, 1038.97, 17.8059, 1035.59, 17.239
17, 2700.00000, 1119.71, 17.8783, 1077.39, 18.0832, 1055.28, 17.2988
18, 0.00000, 1100.55, 17.9155, 1056.91, 17.7508, 1056.71, 17.1042
18, 900.00000, 1132.13, 17.054, 1126.65, 17.2099, 1077.3, 16.7452
18, 1800.00000, 1086.15, 17.0384, 1095.84, 17.1661, 1054.98, 16.7517
18, 2700.00000, 1125.22, 17.4362, 1130.17, 17.4947, 1079.8, 16.946
19, 0.00000, 1177.53, 17.4784, 1181.72, 17.643, 1132.08, 16.956
19, 900.00000, 1212.69, 16.7663, 1209.39, 16.9958, 1177.21, 16.2372
19, 1800.00000, 1213.61, 16.7663, 1196.96, 16.9018, 1177.29, 16.2376
19, 2700.00000, 1234.32, 16.9082, 1223.72, 17.128, 1208.47, 16.1665
20, 0.00000, 1210.05, 16.7842, 1205.25, 17.0086, 1185.5, 16.0114
20, 900.00000, 1163.27, 16.5108, 1154.41, 16.7818, 1126.79, 15.6578
20, 1800.00000, 1204.31, 16.5303, 1210.6, 16.7854, 1173.63, 15.86
20, 2700.00000, 1240, 16.888, 1214.93, 16.7801, 1183.13, 16.1005
21, 0.00000, 1245.72, 16.966, 1194.46, 16.911, 1167.25, 16.0616
21, 900.00000, 1174.54, 17.3324, 1121.13, 17.2215, 1121.33, 16.4867
21, 1800.00000, 1272.97, 18.1203, 1217.71, 17.8979, 1280.44, 17.7107
21, 2700.00000, 1190.25, 17.5061, 1132.86, 17.4245, 1180.64, 16.9715
22, 0.00000, 1139.09, 17.4115, 1094.82, 17.3841, 1147.65, 16.8415
22, 900.00000, 999.631, 16.6892, 960.986, 16.7132, 1006.07, 16.1753
22, 1800.00000, 1023.22, 17.0113, 987.638, 17.2141, 1059.9, 16.8524
22, 2700.00000, 965.843, 16.6506, 920.533, 16.7081, 951.361, 15.8738
23, 0.00000, 942.462, 16.7112, 923.671, 17.1358, 929.441, 15.8263
23, 900.00000, 858.989, 16.6942, 837.592, 16.9704, 841.847, 15.7022
23, 1800.00000, 830.592, 16.5473, 813.351, 16.4741, 813.328, 15.3359
23, 2700.00000, 814.228, 16.0301, 791.964, 16.1369, 801.775, 14.9856
24, 0.00000, 805.464, 15.8736, 788.76, 16.0485, 805.702, 14.9844
24, 900.00000, 829.38, 16.6314, 794.79, 16.6297, 801.644, 15.4887
24, 1800.00000, 820.833, 16.4624, 784.005, 16.6012, 800.085, 15.5792
24, 2700.00000, 764.949, 15.4153, 729.807, 15.7167, 765.494, 14.5528
25, 0.00000, 757.018, 15.1873, 722.561, 15.5302, 757.74, 14.3335
25, 900.00000, 693.572, 16.6379, 655.125, 16.6023, 660.996, 16.0011
25, 1800.00000, 707.709, 16.6846, 683.301, 16.8149, 682.569, 16.1881
25, 2700.00000, 670.35, 15.8372, 646.444, 15.9201, 656.707, 15.4354
26, 0.00000, 650.305, 15.4194, 629.035, 15.2908, 633.299, 15.1071
26, 900.00000, 646.833, 14.8606, 636.664, 14.9197, 635.189, 14.7188
26, 1800.00000, 666.521, 14.8885, 651.642, 14.8598, 646.58, 14.5225
26, 2700.00000, 682.116, 14.7512, 677.865, 14.9632, 672.244, 14.5575
27, 0.00000, 702.361, 14.7745, 700.47, 15.0554, 691.108, 14.5044
27, 900.00000, 705.955, 14.986, 685.99, 15.2092, 687.183, 14.5679
27, 1800.00000, 714.862, 14.9895, 697.571, 15.2473, 698.057, 14.5963
27, 2700.00000, 734.501, 15.2439, 719.36, 15.532, 716.608, 14.8346
28, 0.00000, 717.489, 14.8365, 697.666, 14.9807, 706.185, 14.4321
28, 900.00000, 730.192, 14.8202, 719.476, 15.1317, 723.611, 14.5128
28, 1800.00000, 761.242, 14.6438, 761.039, 14.8364, 757.275, 14.2259
28, 2700.00000, 761.473, 14.647, 751.837, 14.8952, 752.154, 14.3506
29, 0.00000, 746.358, 14.2655, 734.604, 14.5032, 736.163, 14.0627
29, 900.00000, 784.463, 14.2584, 756.893, 14.3686, 777.312, 13.9895
29, 1800.00000, 831.508, 14.3868, 791.43, 14.5103, 819.433, 14.08
29, 2700.00000, 845.424, 14.2836, 826.579, 14.4432, 830.092, 14.0292
30, 0.00000, 877.764, 13.8544, 838.739, 13.7624, 860.946, 13.4558
30, 900.00000, 925.068, 13.5405, 881.994, 13.8553, 915.606, 13.5355
30, 1800.00000, 991.553, 14.5495, 965.589, 14.9314, 972.152, 14.5807
30, 2700.00000, 1086.12, 14.9785, 1071.93, 15.2184, 1053.08, 14.8662
31, 0.00000, 1079.08, 14.8623, 1053.4, 15.0962, 1039.48, 14.7374
31, 900.00000, 1121.15, 15.8017, 1102.33, 16.1677, 1082.99, 15.6578
31, 1800.00000, 1172.77, 15.4239, 1146.21, 16.0791, 1152.6, 15.396
31, 2700.00000, 1135.6, 15.4934, 1113.38, 15.8517, 1132.31, 15.3061
32, 0.00000, 1074.6, 16.1791, 1043.16, 16.9979, 1076.36, 16.1661
32, 900.00000, 1052.36, 18.0321, 1033.39, 19.1146, 1093.09, 17.8187
32, 1800.00000, 1040.69, 19.1742, 1010.41, 20.2862, 1074.7, 18.6491
32, 2700.00000, 998.202, 20.0795, 956.207, 21.4925, 1025.88, 19.4752
33, 0.00000, 938.372, 20.788, 897.14, 22.2672, 978.334, 20.1198
33, 900.00000, 897.974, 21.597, 839.587, 23.3415, 930.209, 20.932
